time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7,Axis 8
0.47900000000000004,-7.506177323252056,6.445236752154266,12.177503778842505,12.698036779895903,17.151023407047997,-3.4448363188092164,-28.838685441233313,-28.734932400380114
0.48,-7.551832153254,6.383456447433695,12.133037683796362,12.695208044373494,17.217596727348997,-3.234178397093999,-28.706196571380048,-28.768318349266583
0.481,-7.597486983255946,6.3216761427131205,12.088571588750217,12.692379308851086,17.284170047650004,-3.0235204753787697,-28.57370770152677,-28.801704298153055
0.482,-7.643141813257891,6.259895837992546,12.044105493704073,12.689550573328678,17.350743367951008,-2.8128625536635408,-28.4412188316735,-28.835090247039524
0.483,-7.688796643259837,6.198115533271971,11.999639398657928,12.68672183780627,17.417316688252015,-2.6022046319483114,-28.308729961820227,-28.868476195925993
0.484,-7.7344514732617835,6.136335228551396,11.955173303611783,12.68389310228386,17.48389000855302,-2.391546710233082,-28.176241091966954,-28.901862144812466
0.485,-7.78010630326373,6.074554923830822,11.910707208565638,12.68106436676145,17.550463328854025,-2.180888788517853,-28.04375222211368,-28.935248093698934
0.486,-7.825761133265675,6.012774619110247,11.866241113519495,12.678235631239042,17.61703664915503,-1.9702308668026238,-27.911263352260406,-28.968634042585403
0.487,-7.871415963267621,5.950994314389671,11.82177501847335,12.675406895716634,17.683609969456036,-1.759572945087395,-27.778774482407133,-29.002019991471876
0.488,-7.917070793269567,5.889214009669097,11.777308923427205,12.672578160194226,17.75018328975704,-1.5489150233721656,-27.64628561255386,-29.035405940358345
0.489,-7.962725623271513,5.827433704948522,11.73284282838106,12.669749424671817,17.816756610058047,-1.3382571016569362,-27.51379674270059,-29.068791889244814
0.49,-8.008380453273459,5.765653400227947,11.688376733334914,12.666920689149409,17.88332993035905,-1.1275991799417073,-27.381307872847316,-29.102177838131286
0.491,-8.054035283275406,5.703873095507372,11.643910638288771,12.664091953626999,17.949903250660057,-0.916941258226478,-27.24881900299404,-29.135563787017755
0.492,-8.099690113277351,5.642092790786798,11.599444543242626,12.66126321810459,18.01647657096106,-0.7062833365112491,-27.116330133140767,-29.168949735904224
0.493,-8.145344943279296,5.580312486066223,11.554978448196481,12.658434482582182,18.083049891262068,-0.4956254147960202,-26.983841263287495,-29.202335684790697
0.494,-8.190999773281243,5.518532181345648,11.510512353150336,12.655605747059774,18.14962321156307,-0.2849674930807904,-26.851352393434222,-29.235721633677166
0.495,-8.236654603283188,5.4567518766250735,11.466046258104193,12.652777011537365,18.216196531864078,-0.07430957136556149,-26.71886352358095,-29.269107582563635
0.496,-8.282309433285134,5.394971571904499,11.421580163058048,12.649948276014957,18.28276985216508,0.1363483503496674,-26.586374653727677,-29.302493531450107
0.497,-8.32796426328708,5.333191267183924,11.377114068011903,12.647119540492547,18.34934317246609,0.3470062720648972,-26.453885783874405,-29.335879480336576
0.498,-8.373619093289026,5.271410962463349,11.332647972965757,12.644290804970138,18.415916492767092,0.5576641937801261,-26.32139691402113,-29.36926542922305
0.499,-8.419273923290973,5.209630657742775,11.288181877919612,12.64146206944773,18.4824898130681,0.768322115495355,-26.188908044167857,-29.402651378109518
0.5,-8.464928753292918,5.1478503530222,11.243715782873469,12.638633333925322,18.549063133369103,0.9789800372105848,-26.056419174314584,-29.436037326995987
0.501,-8.510583583294864,5.086070048301625,11.199249687827324,12.635804598402913,18.61563645367011,1.1896379589258137,-25.92393030446131,-29.46942327588246
0.502,-8.55623841329681,5.0242897435810505,11.154783592781179,12.632975862880505,18.682209773971117,1.4002958806410426,-25.79144143460804,-29.502809224768928
0.503,-8.601893243298756,4.962509438860476,11.110317497735036,12.630147127358095,18.74878309427212,1.6109538023562715,-25.658952564754763,-29.536195173655397
0.504,-8.647548073300701,4.900729134139901,11.06585140268889,12.627318391835686,18.815356414573124,1.8216117240715013,-25.52646369490149,-29.56958112254187
0.505,-8.693202903302648,4.838948829419326,11.021385307642745,12.624489656313278,18.88192973487413,2.03226964578673,-25.39397482504822,-29.60296707142834
0.506,-8.738857733304593,4.777168524698752,10.9769192125966,12.62166092079087,18.948503055175138,2.242927567501959,-25.261485955194946,-29.636353020314807
0.507,-8.784512563306539,4.715388219978177,10.932453117550455,12.618832185268461,19.01507637547614,2.453585489217189,-25.128997085341673,-29.66973896920128
0.508,-8.830167393308486,4.653607915257602,10.887987022504312,12.616003449746053,19.08164969577715,2.664243410932418,-24.996508215488397,-29.70312491808775
0.509,-8.875822223310431,4.5918276105370275,10.843520927458167,12.613174714223643,19.148223016078152,2.8749013326476467,-24.864019345635125,-29.736510866974218
0.51,-8.921477053312378,4.530047305816453,10.799054832412022,12.610345978701234,19.21479633637916,3.0855592543628765,-24.731530475781852,-29.76989681586069
0.511,-8.967131883314323,4.468267001095878,10.754588737365877,12.607517243178826,19.281369656680162,3.2962171760781054,-24.59904160592858,-29.80328276474716
0.512,-9.012786713316268,4.406486696375303,10.710122642319732,12.604688507656418,19.34794297698117,3.5068750977933343,-24.466552736075307,-29.836668713633628
0.513,-9.058441543318215,4.344706391654729,10.665656547273588,12.60185977213401,19.414516297282173,3.717533019508564,-24.334063866222035,-29.8700546625201
0.514,-9.10409637332016,4.282926086934154,10.621190452227443,12.599031036611601,19.48108961758318,3.928190941223792,-24.201574996368763,-29.90344061140657
0.515,-9.149751203322108,4.221145782213579,10.576724357181298,12.59620230108919,19.547662937884184,4.138848862939022,-24.069086126515487,-29.936826560293042
0.516,-9.195406033324053,4.1593654774930044,10.532258262135155,12.593373565566782,19.61423625818519,4.349506784654252,-23.936597256662214,-29.97021250917951
