4.933030977646751580e+00,2.456818519100049159e+01,1.578331834629837616e+01,-9.830242117760609744e-03,-1.840539749686569237e+01,-1.546634840166566249e+01,-4.963496822701408129e-01,1.087515944009942892e+00
4.610826015421872093e+00,2.413142815732960855e+01,1.564841919764629097e+01,3.379003506124664529e-03,-1.838755442993010902e+01,-1.490979592154130096e+01,-5.524850578801079326e-01,1.263924384654872224e+00
4.274785234309057991e+00,2.368306510873956583e+01,1.551023134676525927e+01,2.621366939807235480e-03,-1.837483642812323836e+01,-1.420851928351391358e+01,-7.236203896827085869e-01,1.459648219678153280e+00
3.926061178787881634e+00,2.318463425407064804e+01,1.535700139719092405e+01,3.462742604975819344e-02,-1.813076908440821811e+01,-1.349028294212569357e+01,-7.533956004040019971e-01,1.759685222745690947e+00
3.554440120005246673e+00,2.262306359033586034e+01,1.517734431325400557e+01,1.062984738329585815e-01,-1.791221738809048247e+01,-1.288449025784940893e+01,-9.709130041431834890e-01,1.787391101632593848e+00
3.162360759693643608e+00,2.197705889259413681e+01,1.498329084776567655e+01,1.769237691328176265e-01,-1.760957722992461072e+01,-1.225463268178741316e+01,-1.037019501986974346e+00,1.827941223855632957e+00
2.754544775477065333e+00,2.122932799879109922e+01,1.475111416755630600e+01,3.040806719288664528e-01,-1.713613299001137946e+01,-1.170005726222608544e+01,-1.000433260612352049e+00,1.776473025895355828e+00
2.344953398829265456e+00,2.036351735031875165e+01,1.450633756783967421e+01,4.608487258598417680e-01,-1.656581102412383544e+01,-1.113125684344564981e+01,-1.014154814043164210e+00,1.623703215912102094e+00
1.946878845303990913e+00,1.937129736615700182e+01,1.423734670138915881e+01,5.416934207024828307e-01,-1.589520164903004051e+01,-1.030072448733645452e+01,-9.614313705376675845e-01,1.496382277576906672e+00
1.561857561418714679e+00,1.827250911435141489e+01,1.392458519230112124e+01,5.758675284388676818e-01,-1.495503250143931595e+01,-9.897399378784653479e+00,-7.405780730384700083e-01,1.267999472748799317e+00
1.187182752728651147e+00,1.705357388038187239e+01,1.370436730230076350e+01,5.363903470416059305e-01,-1.406709056067619379e+01,-9.245461816149129319e+00,-6.245504495192516492e-01,1.426965421566528169e+00
8.139304740767642210e-01,1.587455037130955304e+01,1.326822144913461266e+01,6.416641691986584295e-01,-1.318603656874100061e+01,-8.536251007781160638e+00,-5.249234042421446755e-01,1.227274785924740819e+00
4.425751118280495944e-01,1.471432995395907284e+01,1.276350627214453226e+01,7.228830424094794260e-01,-1.216492862863331759e+01,-7.837857402252252470e+00,-4.758948413689961798e-01,9.223778646053758523e-01
7.413618344548961181e-02,1.359897039543975694e+01,1.217434842843867315e+01,7.910531212514665400e-01,-1.117755817323988232e+01,-7.057345363340458810e+00,-4.421736390468624656e-01,6.895020953451475032e-01
-2.790521103274575254e-01,1.253074906812067191e+01,1.149400234143537247e+01,8.888737857923436625e-01,-1.004734217002982888e+01,-6.360818649433915617e+00,-4.440351709956977255e-01,4.021355563696832891e-01
-6.050788285718393666e-01,1.149705781937569604e+01,1.076002671633988506e+01,9.127580273365724084e-01,-9.037649902730956697e+00,-5.596601614668887059e+00,-5.480798975249427940e-01,1.937586500429432368e-01
-8.945260134472423630e-01,1.048226023337469215e+01,9.960051972194692738e+00,9.394198946404216377e-01,-8.086733167714534432e+00,-4.760574712572259948e+00,-7.080138035590050061e-01,-1.008911146237692902e-01
-1.145068323802516996e+00,9.473811802380021518e+00,9.123221267429093118e+00,9.127444592961951875e-01,-7.114264088578987177e+00,-3.939580550011607674e+00,-8.796574033546232796e-01,-2.285358087808036787e-01
-1.365862717811004323e+00,8.460773101397256468e+00,8.236165897625490118e+00,8.832748724993926270e-01,-6.168266669602438412e+00,-3.106062836512277769e+00,-1.083529493920406539e+00,-4.258569128435772955e-01
-1.559861347686573030e+00,7.423685952978551938e+00,7.316901393123131925e+00,8.149407652086587683e-01,-5.210866490522696459e+00,-2.278180448092200550e+00,-1.281481562729167578e+00,-6.884901113938133310e-01
-1.739203069727197182e+00,6.351893233220129886e+00,6.364498797824001741e+00,7.321530074105446761e-01,-4.240791916488793944e+00,-1.454549220418692945e+00,-1.369555065596835819e+00,-9.975575739939598341e-01
-1.914486723040210281e+00,5.245421571505436198e+00,5.378045712831445613e+00,6.468156888523997061e-01,-3.254738121216941060e+00,-6.639633694018964860e-01,-1.513389958499305576e+00,-1.176913231268776894e+00
-2.099872533736741875e+00,4.121426472299397403e+00,4.346283992856695200e+00,5.629101945633111503e-01,-2.255501191257239135e+00,1.137136923834860536e-01,-1.536511710807679565e+00,-1.412086310669752542e+00
-2.303994123388191095e+00,2.990620096424600582e+00,3.277264013926010744e+00,4.626561720000892941e-01,-1.276641537375985624e+00,9.883792865592315735e-01,-1.538329051616668997e+00,-1.650147262516655333e+00
