7.4664,12.176,15.185,8.3753,7.7367,4.4397,11.218,12.123
7.4376,11.327,14.732,8.191,7.883,4.3977,10.247,10.843
7.7103,10.555,14.4,8.1019,8.0992,4.4315,9.5394,10.209
7.8715,9.871,13.972,7.958,8.2899,4.4533,8.8092,10.084
7.9258,9.3277,13.379,7.7936,8.3301,4.4738,7.971,10.26
8.172,9.0121,12.816,7.6909,8.2413,4.5411,7.3725,10.569
8.6766,8.9342,12.507,7.6375,8.0988,4.6683,7.3436,10.898
9.2633,9.0002,12.43,7.5775,7.9701,4.8603,7.6005,11.213
9.7453,9.0901,12.434,7.4912,7.8725,5.1184,7.6377,11.511
10.074,9.1534,12.43,7.465,7.7104,5.4114,7.4144,11.796
10.288,9.2045,12.475,7.5665,7.4542,5.6822,7.0627,11.991
10.47,9.25,12.662,7.8112,7.2183,5.9234,6.6671,12.089
10.655,9.2646,12.912,8.1173,6.982,6.1889,6.333,12.198
10.785,9.2164,13.094,8.3379,6.6102,6.5043,6.0328,12.449
10.857,9.1478,13.178,8.3674,6.1294,6.8241,5.7657,12.932
10.877,9.1021,13.192,8.1575,5.6457,7.1159,5.6193,13.555
10.868,9.1239,13.179,7.8399,5.1662,7.3781,5.534,14.037
11.01,9.2214,13.22,7.6307,4.7034,7.6293,5.4469,14.127
11.369,9.394,13.358,7.4586,4.3221,7.8941,5.4561,13.916
11.695,9.6805,13.572,7.0099,4.0445,8.2051,5.5859,13.766
11.738,10.152,13.955,6.2494,3.924,8.5624,5.7165,13.805
11.533,10.969,14.688,5.7492,4.0119,8.8955,5.8535,13.902
11.331,12.422,15.693,6.5965,4.2702,9.1201,6.0235,13.925
11.424,14.488,16.633,8.9026,4.5153,9.1986,6.187,13.829
11.752,16.33,17.269,11.132,4.5113,9.1444,6.3273,13.702
11.887,16.928,17.621,11.872,4.4057,8.9664,6.4726,13.678
11.533,15.995,17.749,10.682,4.4116,8.6706,6.6636,13.725
10.999,14.477,17.736,8.7754,4.5286,8.2664,7.0055,13.694
10.725,13.258,17.713,7.6773,4.7134,7.8315,7.4572,13.498
10.903,12.604,17.807,7.9159,4.9662,7.484,7.851,13.18
11.327,12.252,18.017,8.8613,5.272,7.2502,8.1186,12.852
11.743,12.022,18.233,9.8893,5.5332,7.0602,8.3004,12.569
11.994,11.838,18.401,10.694,5.658,6.863,8.401,12.272
12.015,11.688,18.446,11.2,5.6512,6.6373,8.3347,11.965
11.934,11.583,18.347,11.391,5.6575,6.3858,7.9853,11.772
11.94,11.53,18.196,11.447,5.7245,6.1231,7.4175,11.681
12.072,11.469,18.09,11.651,5.7549,5.8556,6.9888,11.761
12.238,11.388,18.008,11.958,5.7645,5.5734,7.116,12.007
12.359,11.306,17.906,12.127,5.9104,5.3255,7.6869,12.413
12.461,11.212,17.763,12.178,6.2351,5.2401,8.3045,13.083
12.551,11.071,17.554,12.08,6.5232,5.3867,8.9137,13.965
12.641,10.833,17.313,11.824,6.652,5.6724,9.6807,14.929
12.741,10.474,17.189,11.494,6.6501,5.9172,10.653,15.847
12.884,10.035,17.285,11.251,6.6542,6.0307,11.751,16.574
13.041,9.5636,17.563,11.238,6.7569,6.0107,12.867,17.065
13.141,9.0835,17.95,11.432,6.9143,5.885,13.86,17.397
13.179,8.605,18.463,11.676,6.9525,5.6888,14.626,17.685
13.185,8.1924,19.112,11.868,6.7786,5.4811,15.188,18.05
13.182,7.9344,19.833,11.925,6.4968,5.3407,15.666,18.498
13.19,7.8357,20.363,11.763,6.3792,5.2749,16.128,18.816
13.17,7.8241,20.414,11.527,6.532,5.2489,16.596,18.941
13.073,7.8235,19.931,11.327,6.8818,5.2331,17.014,18.961
12.969,7.8222,19.129,11.056,7.3086,5.1936,17.328,18.824
12.948,7.8706,18.447,10.737,7.6762,5.1211,17.692,18.397
13.031,8.0326,18.65,10.531,7.8101,5.0728,18.22,17.553
13.249,8.3218,20.237,10.507,7.7381,5.0637,18.839,16.375
13.622,8.6505,22.604,10.598,7.6393,5.007,19.48,15.091
13.976,8.9073,24.57,10.78,7.5087,4.8797,20.021,13.747
14.032,9.0377,25.091,11.008,7.2288,4.7444,20.188,12.368
13.998,9.0662,23.466,11.178,6.7833,4.6179,20.116,11.06
14.126,9.1056,20.321,11.292,6.2599,4.5025,19.961,9.8478
14.233,9.1929,16.842,11.335,5.7283,4.4045,19.705,8.5114
14.2,9.3173,13.863,11.351,5.3196,4.3474,19.353,7.0741
