0.000000000000000000e+00,4.933030977646751580e+00,2.456818519100049159e+01,1.578331834629837616e+01,-9.830242117760609744e-03,-1.840539749686569237e+01,-1.546634840166566249e+01,-4.963496822701408129e-01,1.087515944009942892e+00,7.466400000000000148e+00,1.217600000000000016e+01,1.518500000000000050e+01,8.375299999999999301e+00,1.316999999999999993e+01,7.824099999999999611e+00,2.041400000000000148e+01,1.152699999999999925e+01,6.532000000000000028e+00,5.248899999999999899e+00,1.659600000000000009e+01,1.894099999999999895e+01,7.736699999999999910e+00,4.439700000000000202e+00,1.121799999999999997e+01,1.212299999999999933e+01
1.000000000000000021e-03,4.901454891348713261e+00,2.452538300170074592e+01,1.577009822973047193e+01,-8.535736046619852441e-03,-1.840364887630600421e+01,-1.541180625861347586e+01,-5.018509490799175632e-01,1.104803971193145884e+00,7.463548799999999872e+00,1.209194899999999961e+01,1.514015299999999975e+01,8.357054299999999714e+00,1.316039699999999968e+01,7.824040600000000012e+00,2.036618300000000303e+01,1.150719999999999921e+01,6.566630199999999640e+00,5.247335800000000106e+00,1.663738199999999878e+01,1.894297999999999860e+01,7.751183700000000343e+00,4.435541999999999874e+00,1.112187100000000051e+01,1.199627999999999872e+01
2.000000000000000042e-03,4.869878805050674941e+00,2.448258081240100026e+01,1.575687811316256770e+01,-7.241229975479095138e-03,-1.840190025574631960e+01,-1.535726411556128745e+01,-5.073522158896943690e-01,1.122091998376349098e+00,7.460697600000000484e+00,1.200789800000000085e+01,1.509530600000000078e+01,8.338808600000000126e+00,1.315079399999999943e+01,7.823981199999999525e+00,2.031836600000000104e+01,1.148739999999999917e+01,6.601260400000000139e+00,5.245771600000000312e+00,1.667876400000000103e+01,1.894495999999999825e+01,7.765667399999999887e+00,4.431384000000000434e+00,1.102574199999999927e+01,1.186955999999999989e+01
3.000000000000000062e-03,4.838302718752636622e+00,2.443977862310125104e+01,1.574365799659466347e+01,-5.946723904338338702e-03,-1.840015163518663144e+01,-1.530272197250910082e+01,-5.128534826994711748e-01,1.139380025559552090e+00,7.457846400000000209e+00,1.192384700000000031e+01,1.505045900000000003e+01,8.320562900000000539e+00,1.314119099999999918e+01,7.823921799999999926e+00,2.027054900000000259e+01,1.146759999999999913e+01,6.635890599999999750e+00,5.244207399999999630e+00,1.672014599999999973e+01,1.894693999999999789e+01,7.780151100000000319e+00,4.427226000000000106e+00,1.092961299999999980e+01,1.174283999999999928e+01
4.000000000000000083e-03,4.806726632454599191e+00,2.439697643380150538e+01,1.573043788002675925e+01,-4.652217833197581399e-03,-1.839840301462694327e+01,-1.524817982945691242e+01,-5.183547495092479807e-01,1.156668052742755304e+00,7.454995199999999933e+00,1.183979599999999976e+01,1.500561199999999928e+01,8.302317199999999175e+00,1.313158800000000070e+01,7.823862399999999440e+00,2.022273200000000060e+01,1.144779999999999909e+01,6.670520800000000250e+00,5.242643199999999837e+00,1.676152799999999843e+01,1.894891999999999754e+01,7.794634799999999863e+00,4.423068000000000666e+00,1.083348400000000034e+01,1.161611999999999867e+01
5.000000000000000104e-03,4.775150546156560871e+00,2.435417424450175972e+01,1.571721776345885502e+01,-3.357711762056824964e-03,-1.839665439406725511e+01,-1.519363768640472578e+01,-5.238560163190246755e-01,1.173956079925958296e+00,7.452143999999999657e+00,1.175574499999999922e+01,1.496076500000000031e+01,8.284071499999999588e+00,1.312198500000000045e+01,7.823802999999999841e+00,2.017491500000000215e+01,1.142799999999999905e+01,6.705150999999999861e+00,5.241079000000000043e+00,1.680291000000000068e+01,1.895089999999999719e+01,7.809118500000000296e+00,4.418910000000000338e+00,1.073735499999999909e+01,1.148939999999999984e+01
6.000000000000000125e-03,4.743574459858522552e+00,2.431137205520201405e+01,1.570399764689095079e+01,-2.063205690916067661e-03,-1.839490577350757050e+01,-1.513909554335253738e+01,-5.293572831288014813e-01,1.191244107109161288e+00,7.449292800000000270e+00,1.167169400000000046e+01,1.491591799999999957e+01,8.265825800000000001e+00,1.311238200000000020e+01,7.823743600000000242e+00,2.012709800000000016e+01,1.140819999999999901e+01,6.739781200000000361e+00,5.239514800000000250e+00,1.684429199999999938e+01,1.895288000000000039e+01,7.823602199999999840e+00,4.414752000000000010e+00,1.064122599999999963e+01,1.136267999999999923e+01
7.000000000000000146e-03,4.711998373560484232e+00,2.426856986590226484e+01,1.569077753032304656e+01,-7.686996197753103582e-04,-1.839315715294788234e+01,-1.508455340030035075e+01,-5.348585499385782871e-01,1.208532134292364502e+00,7.446441599999999994e+00,1.158764299999999992e+01,1.487107100000000059e+01,8.247580100000000414e+00,1.310277899999999995e+01,7.823684199999999755e+00,2.007928100000000171e+01,1.138839999999999897e+01,6.774411399999999972e+00,5.237950600000000456e+00,1.688567399999999807e+01,1.895486000000000004e+01,7.838085900000000272e+00,4.410594000000000570e+00,1.054509700000000016e+01,1.123596000000000039e+01
8.000000000000000167e-03,4.680422287262445913e+00,2.422576767660251917e+01,1.567755741375514056e+01,5.258064513654469446e-04,-1.839140853238819417e+01,-1.503001125724816234e+01,-5.403598167483549819e-01,1.225820161475567494e+00,7.443590399999999718e+00,1.150359199999999937e+01,1.482622399999999985e+01,8.229334400000000826e+00,1.309317599999999970e+01,7.823624800000000157e+00,2.003146399999999971e+01,1.136860000000000070e+01,6.809041600000000471e+00,5.236386400000000663e+00,1.692705600000000032e+01,1.895683999999999969e+01,7.852569599999999816e+00,4.406436000000000242e+00,1.044896800000000070e+01,1.110923999999999978e+01
9.000000000000001055e-03,4.648846200964407593e+00,2.418296548730277351e+01,1.566433729718723633e+01,1.820312522506204247e-03,-1.838965991182850956e+01,-1.497546911419597571e+01,-5.458610835581317877e-01,1.243108188658770707e+00,7.440739199999999443e+00,1.141954100000000061e+01,1.478137699999999910e+01,8.211088700000001239e+00,1.308357300000000123e+01,7.823565399999999670e+00,1.998364700000000127e+01,1.134880000000000067e+01,6.843671800000000083e+00,5.234822199999999981e+00,1.696843799999999902e+01,1.895881999999999934e+01,7.867053300000000249e+00,4.402278000000000802e+00,1.035283899999999946e+01,1.098251999999999917e+01
