-13.958,-0.62741,-1.0864,-1.039,-0.48004,0.39744,1.5688,2.967,4.6102,5.9393,6.7962,7.2412,6.5787,5.2874,3.9605,1.9091,0.32072,-0.94855,-2.2855,-3.56,-4.5599,-4.9665,-5.177,-4.5999,-3.9258,-2.8162,-1.7321,-0.87158,-0.17111,0.014893,0.12492,0.24352,0.23555,0.26292,0.36043
-13.639,-0.59731,-1.0734,-1.0497,-0.51655,0.34462,1.4993,2.8846,4.4872,5.8102,6.6615,7.1011,6.4839,5.2809,3.9621,1.9012,0.30724,-0.96178,-2.3049,-3.5699,-4.546,-4.9229,-5.0575,-4.4665,-3.7835,-2.7175,-1.6968,-0.88284,-0.19368,0.020747,0.16929,0.29792,0.27388,0.28371,0.31345
-13.311,-0.56931,-1.0617,-1.0612,-0.55382,0.29148,1.4291,2.7988,4.358,5.6744,6.5219,6.9569,6.3852,5.2686,3.9627,1.896,0.29752,-0.96966,-2.3166,-3.571,-4.5233,-4.8719,-4.9345,-4.3323,-3.6409,-2.619,-1.6601,-0.89166,-0.21394,0.024195,0.20864,0.34455,0.30855,0.30401,0.26731
-12.966,-0.54539,-1.0524,-1.0743,-0.59255,0.23767,1.3574,2.7063,4.2164,5.5249,6.3725,6.8042,6.2789,5.2452,3.9608,1.8958,0.29512,-0.96701,-2.3132,-3.5545,-4.4831,-4.806,-4.5767,-4.1963,-3.4975,-2.5208,-1.6207,-0.89566,-0.24858,0.10949,0.35607,0.37576,0.33595,0.32332,0.22284
-12.595,-0.5258,-1.0445,-1.0881,-0.63257,0.1826,1.2824,2.6038,4.0589,5.3561,6.207,6.6381,6.1635,5.2082,3.9536,1.8998,0.30073,-0.9517,-2.2908,-3.5154,-4.42,-4.7199,-4.458,-4.0554,-3.316,-2.3979,-1.5774,-0.89258,-0.36143,-0.00055709,0.37679,0.38719,0.3536,0.34058,0.18081
-12.199,-0.50937,-1.0353,-1.1006,-0.67195,0.12646,1.2024,2.49,3.8843,5.1629,6.0178,6.453,6.0394,5.1588,3.9375,1.9043,0.31224,-0.92435,-2.2488,-3.453,-4.3326,-4.6119,-4.3262,-3.9059,-3.171,-2.3024,-1.5272,-0.87887,-0.35675,0.0024629,0.38734,0.3785,0.36001,0.35382,0.16225
-11.775,-0.49476,-1.0223,-1.1099,-0.70848,0.070121,1.1173,2.3655,3.6925,4.9404,5.7978,6.2443,5.9064,5.0981,3.9099,1.9056,0.31351,-0.87723,-2.128,-3.367,-4.2206,-4.4824,-4.1811,-3.7464,-3.0228,-2.2021,-1.4668,-0.85088,-0.34133,0.007017,0.38839,0.35061,0.35405,0.36073,0.13225
-11.326,-0.47969,-1.0024,-1.1123,-0.73868,0.015717,1.0289,2.2307,3.4822,4.6851,5.5446,6.0122,5.762,5.0241,3.8709,1.9017,0.36026,-0.77931,-2.0526,-3.2577,-4.0829,-4.3295,-4.0209,-3.5748,-2.8694,-2.0943,-1.395,-0.80925,-0.38738,0.013182,0.32767,0.3076,0.3373,0.35929,0.10353
-10.846,-0.46167,-0.97241,-1.1042,-0.75907,-0.034698,0.9384,2.0847,3.2526,4.3972,5.2589,5.7588,5.6025,4.9337,3.8223,1.892,0.37511,-0.73105,-1.9634,-3.1255,-3.9177,-4.1501,-3.8425,-3.2508,-2.6559,-1.9785,-1.3142,-0.75885,-0.35472,0.020265,0.32031,0.25529,0.31283,0.3479,0.074448
-10.329,-0.43982,-0.9315,-1.0828,-0.76788,-0.081109,0.84512,1.9268,3.0075,4.0838,4.9463,5.4864,5.4234,4.8236,3.7655,1.8772,0.38815,-0.68036,-1.8634,-2.9724,-3.726,-3.9446,-3.6453,-3.0685,-2.4903,-1.8554,-1.2273,-0.7035,-0.32011,0.0032668,0.30698,0.19897,0.2829,0.32601,0.043065
-9.7679,-0.41479,-0.88152,-1.0487,-0.76761,-0.12626,0.74739,1.7594,2.7563,3.7586,4.6164,5.1993,5.2214,4.6903,3.6993,1.8566,0.39857,-0.62824,-1.7542,-2.8012,-3.5122,-3.7176,-3.4311,-2.8737,-2.3166,-1.7256,-1.1353,-0.64476,-0.2839,0.010053,0.28662,0.28437,0.38754,0.29428,0.008576
-9.1618,-0.38667,-0.82364,-1.0031,-0.76237,-0.17388,0.64379,1.586,2.5083,3.4356,4.2804,4.9024,4.9975,4.5325,3.6197,1.8275,0.40501,-0.57542,-1.6368,-2.6142,-3.2798,-3.4736,-3.2036,-2.6711,-2.1363,-1.5891,-1.0379,-0.58402,-0.24972,0.013084,0.25646,0.23662,0.35012,0.25598,-0.027104
-8.514,-0.35609,-0.76012,-0.94792,-0.75405,-0.22576,0.53433,1.4098,2.2703,3.1265,3.9484,4.5995,4.7534,4.3493,3.5197,1.7865,0.40655,-0.52237,-1.5127,-2.365,-3.0316,-3.2159,-2.9653,-2.4644,-1.9502,-1.4459,-0.9356,-0.52467,-0.22513,0.0058054,0.11706,0.18728,0.31256,0.2165,-0.061865
-7.8294,-0.32469,-0.69465,-0.88579,-0.74252,-0.2815,0.42034,1.2348,2.0464,2.8387,3.6279,4.2918,4.4902,4.1406,3.3938,1.7313,0.40297,-0.46945,-1.3839,-2.1668,-2.7715,-2.9466,-2.7173,-2.2539,-1.7253,-1.2964,-0.83039,-0.47065,-0.21539,-0.016354,0.062372,0.13781,0.26743,0.1799,-0.09602
