time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7,Axis 8,Left Shoulder-yaw,Left Shoulder-pitch,Left Shoulder-roll,Left Elbow,Right Shoulder-yaw,Right Shoulder-pitch,Right Shoulder-roll,Right Elbow,Left Hip-yaw,Left Hip-pitch,Left Hip-roll,Left Knee,Right Hip-yaw,Right Hip-pitch,Right Hip-roll,Right Knee
0.887,4.388574778193469,11.539193356114616,11.54308029460672,1.786579470247708,-12.868308904230839,-13.242732989651536,2.76710450251288,3.99869409021095,-7.926550999999988,3.5452437999999975,64.9421,65.79625,-33.178158,-10.190631899999996,30.470356000000002,84.381535,-15.440249,-4.594069299999999,40.59580799999999,70.55684000000001,27.13099999999996,-26.336327,62.970135000000006,39.41062000000005
0.888,4.395360472706475,11.656744714347447,11.634330582541528,1.80963006427052,-12.945019834366853,-13.353914756507702,2.7757453428042225,4.016469209831238,-8.147023999999991,3.5761911999999985,64.9124,65.91999999999999,-33.135192,-10.227885599999995,30.392344000000005,84.30184,-15.477176000000004,-4.6016032,40.75579199999999,70.42616000000001,27.82399999999996,-26.314448,62.91024,38.79088000000004
0.889,4.402106297620096,11.775600295782109,11.722501686234327,1.833772926583077,-13.021779819293243,-13.462381323859859,2.781407951869111,4.037453643149425,-8.368024999999992,3.6055050999999994,64.883723,66.04836999999999,-33.096340000000005,-10.264189999999996,30.317786,84.22015399999998,-15.515610000000002,-4.6078292,40.916029,70.29361000000002,28.498409999999968,-26.284616000000007,62.844691,38.17367000000004
0.89,4.408852122533717,11.894455877216773,11.810672789927125,1.857915788895634,-13.098539804219632,-13.570847891212013,2.7870705609339987,4.058438076467611,-8.59324999999999,3.6217509999999993,64.86323,66.21369999999999,-33.0904,-10.292899999999996,30.27086,84.12254,-15.5661,-4.603592,41.07829,70.1461,29.02409999999997,-26.191160000000007,62.73391000000001,37.576700000000045
0.891,4.4155979474473375,12.013311458651431,11.89884389361992,1.8820586512081916,-13.17529978914602,-13.679314458564171,2.792733169998887,4.079422509785798,-8.818474999999987,3.637996899999999,64.842737,66.37902999999999,-33.08446,-10.321609999999996,30.223934000000003,84.024926,-15.61659,-4.5993548,41.24055099999999,69.99859000000001,29.54978999999997,-26.097704000000007,62.623129000000006,36.979730000000046
0.892,4.422343772360959,12.132167040086095,11.987014997312716,1.9062015135207488,-13.25205977407241,-13.787781025916328,2.7983957790637755,4.100406943103985,-9.043699999999983,3.654242799999999,64.822244,66.54436,-33.07852,-10.350319999999998,30.177008000000004,83.927312,-15.667079999999999,-4.5951176,41.40281199999999,69.85108000000001,30.075479999999963,-26.004248000000008,62.51234800000001,36.38276000000005
0.893,4.42908959727458,12.251022621520756,12.075186101005512,1.9303443758333056,-13.3288197589988,-13.896247593268487,2.804058388128664,4.121391376422171,-9.268924999999983,3.670488699999999,64.801751,66.70969,-33.07258,-10.379029999999997,30.130082000000005,83.829698,-15.717569999999998,-4.5908804000000005,41.56507299999999,69.70357000000001,30.60116999999996,-25.910792000000008,62.40156700000001,35.78579000000005
0.894,4.435835422188202,12.36987820295542,12.163357204698308,1.9544872381458631,-13.405579743925188,-14.004714160620644,2.809720997193552,4.142375809740358,-9.494149999999982,3.6867345999999994,64.781258,66.87501999999999,-33.06664,-10.407739999999997,30.083156,83.732084,-15.768059999999997,-4.5866432,41.72733399999999,69.55606,31.12685999999996,-25.817336000000008,62.29078600000001,35.18882000000006
0.895,4.442581247101822,12.48873378439008,12.251528308391107,1.9786301004584204,-13.482339728851576,-14.1131807279728,2.81538360625844,4.163360243058544,-9.719374999999982,3.7029804999999985,64.760765,67.04034999999999,-33.0607,-10.436449999999995,30.036230000000003,83.63447,-15.818549999999995,-4.582406000000001,41.88959499999999,69.40855,31.652549999999955,-25.72388000000001,62.18000500000001,34.59185000000006
0.896,4.449327072015444,12.607589365824744,12.339699412083903,2.0027729627709774,-13.559099713777965,-14.221647295324958,2.821046215323328,4.18434467637673,-9.944599999999978,3.7192263999999984,64.740272,67.20567999999999,-33.05476,-10.465159999999996,29.989304000000004,83.53685600000001,-15.869039999999995,-4.5781688,42.051855999999994,69.26104000000001,32.17823999999995,-25.63042400000001,62.069224000000006,33.99488000000006
0.897,4.456072896929064,12.726444947259404,12.4278705157767,2.026915825083534,-13.635859698704355,-14.330113862677115,2.8267088243882164,4.205329109694918,-10.169824999999975,3.7354722999999983,64.719779,67.37100999999998,-33.04882,-10.493869999999996,29.942378000000005,83.439242,-15.919529999999993,-4.573931600000001,42.214116999999995,69.11353000000001,32.70392999999995,-25.53696800000001,61.95844300000001,33.39791000000007
0.898,4.462943880321055,12.845014552920908,12.516077677093818,2.0509407534410657,-13.712564417229528,-14.438304176482063,2.8322028407410302,4.226384254376913,-10.395049999999973,3.7517181999999982,64.699286,67.53633999999998,-33.04288,-10.522579999999996,29.895452000000002,83.34162800000001,-15.970019999999993,-4.5696944,42.37637799999998,68.96602000000001,33.22961999999995,-25.44351200000001,61.84766200000001,32.80094000000007
0.899,4.4727560879547195,12.956863727913188,12.60513219258252,2.072194233855486,-13.787970375326184,-14.540002531927692,2.833734928360107,4.249101116108415,-10.620152999999972,3.767902999999999,64.678929,67.70181999999998,-33.037223999999995,-10.551236999999997,29.848899,83.24376600000002,-16.02075399999999,-4.5654567,42.53846599999999,68.81845000000001,33.753449999999965,-25.349261000000016,61.736272000000014,32.20515000000006
