61.356,-3.4294,-62.702,95.945,110.96,-0.35664,-20.768,133.59
60.418,-4.4289,-62.673,95.147,109.88,-0.32213,-20.242,131.42
59.637,-5.4052,-62.463,94.422,108.87,-0.27499,-19.958,129.14
59.131,-6.328,-61.917,93.801,107.93,-0.19827,-20.001,126.72
58.821,-7.1242,-61.034,93.187,107.01,-0.080086,-20.089,124.19
58.441,-7.6986,-60.025,92.46,106.07,0.069446,-20.103,121.65
57.784,-7.9959,-59.159,91.609,105.11,0.24107,-20.121,119.17
56.978,-8.0001,-58.423,90.751,104.16,0.42833,-20.176,116.7
56.25,-7.7365,-57.676,89.997,103.28,0.6247,-20.315,114.32
55.732,-7.2474,-56.835,89.402,102.45,0.8046,-20.605,112.33
55.447,-6.5592,-55.914,88.964,101.61,0.97349,-21.145,110.77
55.279,-5.6904,-54.986,88.61,100.73,1.1682,-21.931,109.48
55.089,-4.6894,-54.01,88.337,99.769,1.4107,-22.747,108.37
54.787,-3.6557,-53.025,88.146,98.699,1.6756,-23.414,107.29
54.414,-2.7284,-52.154,87.984,97.572,1.9175,-23.902,106.17
54.107,-1.9777,-51.451,87.828,96.409,2.0791,-24.179,105.09
53.952,-1.3959,-50.907,87.699,95.183,2.1237,-24.234,104.17
53.758,-0.89534,-50.525,87.572,93.925,2.0644,-24.194,103.52
53.416,-0.39528,-50.215,87.403,92.729,1.9515,-24.279,103.14
53.125,0.14711,-49.667,87.187,91.615,1.8564,-24.656,102.77
52.928,0.80867,-48.722,86.816,90.538,1.8159,-25.395,102.25
52.733,1.6606,-47.519,86.205,89.462,1.8139,-26.354,101.64
52.611,2.7703,-46.239,85.365,88.371,1.8486,-27.311,101.07
52.66,4.0843,-44.921,84.39,87.245,1.9291,-28.114,100.65
52.763,5.3653,-43.479,83.588,86.11,2.0161,-28.761,100.41
52.735,6.2644,-41.981,83.374,84.976,2.0552,-29.373,100.36
52.526,6.5779,-40.528,83.993,83.796,2.0285,-30.114,100.62
52.253,6.5056,-39.127,85.226,82.655,1.969,-31.045,101.13
52.068,6.3248,-37.813,86.666,81.653,1.9085,-32.119,101.78
52.066,6.2834,-36.675,87.953,80.766,1.8532,-33.22,102.54
52.155,6.3976,-35.812,89.025,79.937,1.8462,-34.223,103.38
52.213,6.6336,-35.24,89.867,79.139,1.96,-35.023,104.2
52.364,6.9885,-34.82,90.604,78.36,2.2662,-35.597,104.85
52.826,7.493,-34.385,91.386,77.581,2.7539,-36,105.33
53.647,8.1338,-33.761,92.265,76.747,3.3097,-36.375,105.86
54.683,8.8214,-32.949,93.207,75.932,3.8353,-36.932,106.55
55.696,9.4121,-32.031,94.13,75.302,4.2662,-37.906,107.35
56.469,9.8847,-31.111,94.964,74.863,4.5322,-39.282,108.37
56.903,10.261,-30.323,95.769,74.49,4.6083,-40.898,109.69
56.963,10.551,-29.849,96.755,73.98,4.5655,-42.537,111.18
56.739,10.788,-29.748,97.989,73.226,4.5222,-44.003,112.73
56.379,11.02,-29.938,99.429,72.325,4.5861,-45.213,114.29
56,11.262,-30.243,100.95,71.414,4.8031,-46.164,115.81
55.633,11.503,-30.385,102.36,70.506,5.1156,-46.96,117.36
55.183,11.741,-30.189,103.63,69.534,5.4278,-47.767,119.03
54.661,11.991,-29.713,104.78,68.5,5.7102,-48.722,120.84
54.188,12.266,-29.107,105.84,67.417,5.9892,-49.889,122.81
53.804,12.49,-28.458,106.99,66.288,6.3007,-51.272,124.89
53.372,12.582,-27.802,108.48,65.035,6.6168,-52.804,127.12
52.653,12.559,-27.251,110.35,63.652,6.9207,-54.379,129.58
51.596,12.467,-26.947,112.33,62.166,7.2009,-55.92,132.17
50.313,12.372,-26.917,114.16,60.572,7.4179,-57.412,134.64
48.908,12.314,-27.15,115.7,58.885,7.5769,-58.838,136.84
47.457,12.339,-27.487,116.99,57.156,7.7439,-60.165,138.78
46.035,12.494,-27.643,118.05,55.372,7.9166,-61.438,140.57
44.662,12.767,-27.679,118.88,53.523,8.0682,-62.834,142.31
43.369,13.148,-27.856,119.33,51.705,8.2288,-64.484,144.02
42.214,13.653,-28.449,119.4,49.991,8.3926,-66.506,145.77
41.195,14.307,-29.752,119.12,48.426,8.5691,-68.903,147.45
